,claim_veracity,claim,topics,speaker,context
7070,False,"U.S. Reps. Phil Gingrey and Jack Kingston have even changed votes to what I voted, multiple times.",['voting-record'],Paul Broun,speech
7071,False,"Hillary Clinton and Barack Obama want to raise taxes on dividends, a move that would crash the stock market.",['taxes'],Chain Email,writing
7072,False,"(Environmentalists) said Were only going to stop coal mining above 2,000 feet. ... Well guess where all the coal in the state of Tennessee is? Above 2,000 feet.","['energy', 'environment']",Ron Ramsey,speech
7073,False,Proof of citizenship isnt necessary before you register to vote in Florida.,"['elections', 'immigration', 'redistricting']",Alan Hays,speech
7075,False,"With President Obamas re-election, state and federal income tax rates for some taxpayers will rise to roughly 65 percent.","['income', 'jobs', 'taxes', 'workers']",Mike White,writing
7077,False,Why was there no news coverage of this raid on the Arizona border? Seizure was just five days ago. Right on the Arizona border!,['immigration'],Chain Email,writing
7078,True,Say Portland Public Schools central administration makes up less than 4 percent of the staff.,['education'],Portland Public Schools,news
7079,False,Democratic National Committee Says Mitt Romney has changed his position on supporting the TARP program.,"['economy', 'message-machine-2012']",Democratic National Committee,ad
7080,True,"If President Barack Obama strikes a nuclear deal with Iran, the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time.","['foreign-policy', 'legal-issues']",Tom Cotton,ad
7081,False,The St. Norbert College/Wisconsin Public Radio poll has been wrong in almost every election.,['polls'],Scott Walker,speech
7082,False,"President Obama has no plan to reduce the deficit, let alone pay down the debt.","['debt', 'deficit', 'federal-budget']",Connie Mack,news
7084,False,Wisconsins Government Accountability Board wanted to consider Mickey Mouse and Adolf Hitler as valid signatures on recall petitions.,"['elections', 'legal-issues']",Scott Walker,social media
7085,True,Theres just one piece of legislation that is now law with Sen. Ted Cruzsname on it.,['candidates-biography'],Dana Bash,speech
7086,True,An effort to repeal voting-reform legislation would be the first time in Ohio history where a bill has been passed to stop a referendum.,"['elections', 'government-regulation']",Eric Kearney,speech
7087,False,They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).,['environment'],John Mccain,Undefined
7090,False,"McCain ""said no to higher fuel-efficiency standards for cars.""",['energy'],Barack Obama,speech
7092,False,One third of all federal prisoners today are illegal immigrants.,"['crime', 'criminal-justice', 'immigration']",Lamar Smith,speech
7093,True,"Under the Senate immigration bill, newly legalized immigrants will pay every tax possible, but you dont get a single benefit for 10 years.","['immigration', 'welfare']",Luis Gutierrez,speech
7094,False,"Each Georgia taxpayer would have to send $5,000 to the treasury to cover the states debt.","['pensions', 'state-budget', 'taxes']",Truth Accounting,writing
7095,False,"Mitt Romney wrote that if Social Security was done in the private sector, it would be called criminal.",['social-security'],Rick Perry,speech
7096,True,A record number of Hispanics were elected to the U.S House of Representatives...,"['diversity', 'elections']",Jeb Bush,speech
7097,True,Theyve seen employer-supported coverage increase in Massachusetts after this law (Romneycare) was implemented.,['health-care'],Elizabeth Roberts,speech
7099,False,A state bill would end a longstanding requirement that local governments repair highways and sidewalks -- and block injured citizens from suing over neglected maintenance.,"['county-government', 'legal-issues']",Wisconsin Association Justice,news
7100,True,Miller Brewing is not a U.S. company any more. Neither is Anheuser-Busch.,"['Alcohol', 'corporations', 'taxes']",Paul Ryan,speech
7102,False,"An Iowa policy ""provides for a state round up of Iowa citizens who might be exposed to the swine flu virus.""",['health-care'],Chain Email,writing
7104,True,Proposed teacher contract would layer on more restrictive rules.,['education'],Portland Public Schools,speech
7105,True,"Weve got 40 years of study now that show that, with a good preschool start, youre less likely to be on public dole, youre less likely to be in prison.","['children', 'crime', 'education', 'welfare']",Ken Plum,Undefined
7107,True,Congress as a whole is less popular than its been since polling was invented.,"['congress', 'polls']",Jim Cooper,news
7111,False,Abortionists have reduced our black population by more than 25 percent since 1973.,['abortion'],Charles Van Zant,speech
7112,True,"Weve had 11,000 attempts to amend the Constitution since 1789.",['legal-issues'],Xavier Becerra,speech
7113,False,Democrat Russ Feingold announced his Wisconsin Senate run today fromCalifornia.,['elections'],National Republican Senatorial Committee,social media
7114,False,Inspections of abortion centers around Virginia have found multiple violations of parental consent laws but Gov. Terry McAuliffe and his administration have done nothing.,['abortion'],Victoria Cobb,speech
7115,False,Gubernatorial recall candidate Tom Barrett supported passage of Gov. Scott Walkers bill stripping collective bargaining of state employees.,"['labor', 'state-budget']",Afscme,social media
7117,False,John Kerry Says he opposed the presidents decision to go into Iraq in 2003.,"['bush-administration', 'congress', 'foreign-policy', 'iraq', 'military', 'voting-record']",John Kerry,speech
7118,False,The Federal Reserve system has presided over about a 95... percent decline in the U.S. dollar.,"['economy', 'education']",Barbara Cargill,speech
7119,True,"Numbers on illegal immigrants ""are down in terms of apprehensions, which indicates fewer illegal crossings, but also up in terms of actual enforcement actions.""","['homeland-security', 'immigration', 'abc-news-week']",Janet Napolitano,speech
7120,False,Gov. Scott Walker hasnt done a public event this entire year.,"['state-budget', 'transparency']",Chris Larson,speech
7121,True,"Obama ""wants a windfall profits tax on oil to go along with the new taxes he also plans for coal and natural gas.""",['energy'],John Mccain,speech
7122,True,"If you will go look up the definition of act of God, weve used it in legal terms for a long time in this state.","['energy', 'market-regulation']",Rick Perry,speech
7124,False,President Obama gave Egypts Muslim Brotherhood one and a half billion dollars.,"['deficit', 'economy', 'federal-budget', 'foreign-policy', 'human-rights', 'israel']",Barry Hinckley,speech
7125,False,Donald Trump promised to take care of everybody (through government-run healthcare and) the governments going to pay for it.,"['drugs', 'economy', 'federal-budget', 'health-care', 'poverty', 'public-health']",Club Growth,ad
7126,False,"Professional football coach Rex Ryan won championships in New York.The AFC, I think, twice.",['sports'],Donald Trump,speech
7127,True,Hillary Clinton wants sanctuary cities.,"['crime', 'immigration']",Donald Trump,speech
7128,True,"Health reform eliminates co-pays, deductibles, and other costs for preventative care and provides for free annual wellness checkups starting next year.",['health-care'],Jane Kidd,news
7129,True,"According to the FBI, more people are killed each year with hammers and clubs than rifles.","['crime', 'guns']",Greg Abbott,social media
7130,True,"Charlie Crist Says Rick Scott cut education by $1.3 billion in his first year, then in his second year he decreases funding by $300 million to our state universities.","['education', 'state-budget', 'stimulus']",Charlie Crist,speech
7133,False,"Our law enforcement agencies have found bodies in the desert, either buried or just lying out there, that have been beheaded.",['immigration'],Jan Brewer,speech
7134,False,Tom Ganley Says he took down the mob in Northeast Ohio,['crime'],Tom Ganley,speech
7135,False,The state of New York is the worst in the nation in economic recovery.,"['economy', 'jobs', 'states']",Rob Astorino,speech
7136,True,Scott Walker Says he invested over $100 million in worker training.,"['education', 'job-accomplishments', 'jobs', 'state-budget']",Scott Walker,ad
7137,False,"Rep. Bruce Braley, D-Iowa, skipped an important VA reform hearing to attend three fundraisers.","['congress', 'veterans']",Concerned Veterans America,ad
7138,False,"CIA Director George Tenet told the Bush administration that the Sept. 11, 2001, terrorist attack was coming. So they did have advanced notice.",['terrorism'],Donald Trump,speech
