,claim,claim_veracity
2597,Kate Beckinsale was not a student in 1993.,0
2598,Russell Crowe is exclusively a theatre actor.,0
2599,Large numbers of civilians were not executed during the French Revolution.,0
2600,Iggy Azalea allowed for the commercial distribution of Ignorant Art.,1
2601,Jennifer Aniston was married to Brad Pitt.,1
2602,Tennis professionals use rackets.,1
2603,Ted Bundy committed assaults.,1
2604,Kingdom Hearts III is owned by Boyz II Men.,0
2605,Hilary Swank was born March 30.,0
2606,The Incredibles was Brad Bird's second film.,1
2607,"The Beach Boys had 36 US Top 40 hits, the most by any American rock band.",1
2608,Miley Cyrus was a teen idol and actress.,1
2609,Russell Crowe was only nominated for awards for A Beautiful Mind.,0
2610,The Formula (1980 film) was put out in 1980.,1
2611,Ella Purnell is in a film.,1
2612,Telangana is bordered by Karnataka to the west.,1
2613,Stephanie Daley premiered at the 2002 Sundance Film Festival.,0
2614,Paul Thomas Anderson did not direct Boogie Nights.,0
2615,The name between Margot Frank's first name and surname was Betty.,1
2616,Wyatt Earp's first wife was born shortly before their first child was to be born.,0
2617,Criminal Minds is produced by Mark Zuckerberg.,0
2618,Alec Sokolow was responsible for directing Monster Mash.,1
2619,International Relations includes social work.,1
2620,Joaquin Phoenix has produced works.,1
2621,The Crazies was released in 2011.,0
2622,"Jared Leto was born November 26, 1971.",1
2623,Clinton is the lone assassin of JFK.,0
2624,Halle Berry was incapable of winning the 2002 Academy Award for Best Actress.,0
2625,Sally Field was never an actress.,0
2626,Count Basie formed a group.,1
2627,The United Kingdom has an estimated 65.1 million inhabitants.,1
2628,There is a film called Fight Club.,1
2629,Velaiilla Pattadhari 2 does not have Dhanush appearing in it.,0
2630,Katherine Heigl appeared in Roswell.,1
2631,The Uruguay national football team has won the Gold Medals in football at the Summer Olympics twice.,1
2632,"Jeff Bridges was Otis ""Bad"" Blake in Crazy Heart.",1
2633,Francis Ford Coppola is a producer.,1
2634,The Great Gatsby was written by Stephen King.,0
2635,Abraham Lincoln was unable to become a  United States Representative.,0
2636,Stanley Tucci is not a director.,0
2637,Steam is a form of water.,1
2638,Veronica Mars is exclusively a real person.,0
2639,"Telangana holds the cities of Karimnagar, Khammam, and Warangal.",1
2640,Tyrese Gibson is Spanish.,0
2641,Keith Urban was born in China.,0
2642,Tom Felton was in Anna and the King as Louis T. Leonowens.,1
2643,Amelia Earhart was American.,1
2644,The Academy Awards have no oversight.,0
2645,Danny Elfman was the lead manager of Oingo Boingo.,0
2646,Arrow is a place.,0
2647,Love & Friendship only stars Sarah Paulson.,0
2648,In 1934 Summertime (George Gershwin song) was composed for an opera.,1
2649,Eragon is a film directed by Sienna Guillory.,0
2650,The Guntur district is located within Andhra Pradesh.,1
2651,John Malkovich starred in a movie.,1
2652,Vince Vaughn has yet to appear in any movie directed by Joseph Ruben.,0
2653,Gift of the Night Fury stars the voice of an actor born on June 4.,1
2654,"Try, the song, was recorded by the American singer Pink.",1
2655,The first premiere of Supernatural (U.S. TV series) was in October of 2008.,0
2656,Haim Saban is an Israeli-American philanthropist.,1
2657,Joan of Arc was declared a national symbol in the United States.,0
2658,Tardigrades can be found in a mountain range.,1
2659,Inferno (2016 film) is the fourth installment in the Robert Langdon film series.,0
2660,Lynyrd Skynyrd's current lead vocalist is Ronnie Van Zant's brother.,1
2661,The Fosters is a critically acclaimed series.,1
2662,Wyoming is an American state.,1
2663,Blue whales almost went extinct before becoming a protected species.,1
2664,"Google was incorporated as a privately held boot on September 4, 1998.",0
2665,Chokher Bali was nominated for Best Actor at the Locarno Festival.,0
2666,The Fifth Element was primarily set in the 23rd millennium.,0
2667,Calvin Harris is incapable of being a Scottish record producer.,0
2668,Logan was filmed in Paris.,0
2669,John Cusack is a person.,1
2670,Edward Norton is a member of the board of trustees of Enterprise Community Partners.,1
2671,Kurt Angle was denied American citizenship.,0
2672,Islam has over 1.8 billion buildings.,0
2673,The Supremes performed in the 1960s.,1
2674,"Memento possessed recurring ideas of memory, sight, and sadness.",0
2675,Mike Tyson is a cat.,0
2676,Kaakha Kaakha was released in 2003.,1
2677,Janet Jackson signed a recording contract in the eighties.,1
2678,Pirates of the Caribbean is set on the back of a fictional turtle.,0
2679,Spider-Man 3 is exclusively an Italian film.,0
2680,Elizabeth I of England was a monarch of the Tudor dynasty.,1
2681,Hotel Hell is a television show.,1
2682,Dracula established subsequent vampire fantasy conventions.,1
2683,The 1992 Los Angeles riots are only known by that name.,0
2684,In the Heart of the Sea is a narrative in a visual medium.,1
2685,The Hudsucker Proxy featured Steve Buscemi.,1
2686,Vera Farmiga is a director.,1
2687,Joel and Ethan are the Coen brothers.,1
2688,Vito Corleone created Mario Puzo.,1
2689,The French Open is also called by the name of a city.,0
2690,The Big Trail was directed by a dog.,0
2691,Star Trek (film series) is incapable of receiving 15 Academy Award nominations.,0
2692,Lee Min-ho's first Korea-produced film was Bounty Hunters.,0
2693,Chess was viewed as a sport by the International Olympic Committee.,1
2694,Gil Sharone portrayed a character on an episode of a sitcom made by Jeff Franklin.,1
2695,The Great Gatsby is about a wealthy person.,1
2696,License to Drive stars only Lithuanian actors.,0
2697,Christopher Columbus was a citizen of the Republic of Genoa.,1
2698,"Istanbul was Constantinople, formerly.",1
2699,Snoop Dogg released a soundtrack to the video game Murder Was the Case.,0
2700,"Diane Ruggiero worked in North Arlington, New Jersey.",1
2701,Taylor Schilling has been continuously snubbed for the Golden Globe Awards.,0
2702,Richard Nixon's wife moved to work for the federal government.,1
2703,"Marble Hill, Manhattan is a neighborhood in Boston.",0
2704,Karl Malone played the point guard position exclusively.,0
2705,Buddhism practices include the Dharma and the Sangha.,1
2706,Game of thrones is disliked by critics.,0
2707,Enemy (2013 film) stars a Canadian actress born in 1987.,1
2708,Lana Del Rey released a short film Tropico in 2013.,1
2709,Marlon Brando supported political movements.,1
2710,Attack on Titan aired on Japan on MBS in 2013 and 2017.,1
2711,Cersei Lannister is in a fantasy series.,1
2712,Natalie Portman was in the Star Wars prequels.,1
2713,Spotlight is a goat.,0
2714,Shueisha is headquartered outside of Japan.,0
2715,Ellyse Perry was born in 1987.,0
2716,The Mummy is an action-adventure film.,1
2717,Rob Cavallo has collaborated with Green Day.,1
2718,Artemis was the Hellenic god of wild animals.,1
2719,Barack Obama resides in Washington D.C.,1
2720,Halle Berry was in a pageant.,1
2721,Tony Blair is a politician.,1
2722,David Simon is Israeli.,0
2723,"Annie Parisse was born March 31, 1975.",0
2724,RB Leipzig is a club.,1
2725,Minions was not written by Brian Lynch.,0
2726,Michael Keaton is Michael John Douglas' professional name.,1
2727,Homeland is based on the classic BBC series Til Death Do Us Part.,0
2728,Ashley Judd is an activist.,1
2729,Logan Lerman played a character in The Three Musketeers (2011).,1
2730,Catherine Tregenna worked on TV shows.,1
2731,Philip V of Spain was a queen.,0
2732,From the Earth to the Moon was co-written by Michael Bostick.,0
2733,Velaiilla Pattadhari 2 is a musical.,0
2734,One film designer is Ron Cobb.,1
2735,James Taylor's first compilation album was certified Platinum.,0
2736,The first Academy Awards were given at the Hollywood Roosevelt Hotel.,1
2737,Brad Pitt is not an actor.,0
2738,Christina Applegate is a Canadian.,0
2739,The Weeknd's 2016 album got a generally favorable critical reception.,1
2740,One of Spider-Man 3's producers was Israeli-American.,1
2741,Ben Kingsley was born Harry Drake Ovid.,0
2742,VHS was released in 1976.,1
2743,Paul Thomas Anderson was in Inherent Vice,0
2744,Easy Virtue is only a play.,0
2745,Whitney Houston was found dead in Beverly Hills.,1
2746,Hopman Cup was founded in 1999.,0
2747,Shraddha Kapoor was directed by Mohit Suri.,1
2748,Mrs Henderson Presents is a 2005 movie.,1
2749,Paul Simon is a man who acts.,1
2750,Western New York straddles needles and Lake Erie.,0
2751,Bob Dylan is a trampoline.,0
2752,R. Madhavan refuses to work as a film producer.,0
2753,Alexander Lukashenko has been in office since 2002.,0
2754,The Citadelle Laferrière is approximately 5 miles uphill from the town of Milot.,1
2755,"Bob Riley's birthday is October 1st, 1999.",0
2756,Paul Newman was a racecar driver.,1
2757,The Man in the High Castle is a novel.,1
2758,There is a romantic film called Shallow Hal.,1
2759,Emily Dickinson was a poet.,1
2760,There was a book that was turned into a film called A Wrinkle in Time.,1
2761,"Elton John has a connection to the British Academy of Songwriters, Composers and Authors.",1
2762,Ted Kaczynski did not try to dismiss his court-appointed lawyers.,0
2763,Transformers: Revenge of the Fallen is a racehorse.,0
2764,The World According to Paris starred Brooke Mueller.,1
2765,Confessions sold less than 50 copies worldwide to date.,0
2766,Billie Jean King is not American.,0
2767,Gujarat is located on the Florida peninsula.,0
2768,Queen Victoria was the progeny of Prince Edward.,1
2769,Romelu Lukaku plays for the German national team only.,0
2770,Oh Yeon-seo was employed in a K-pop girl group.,1
2771,Billy Clanton had a father.,1
2772,Daniel Craig attended a school.,1
2773,Reese Witherspoon is actively involved in advocacy organizations.,1
2774,William Shakespeare's plays have been translated into every major living language.,1
2775,"Gift of the Night Fury stars the voice of an actor whose birthday was on June 20, 1945.",0
2776,Terminator Salvation stars Christian Bale and Sam Worthington.,1
2777,Raggedy Ann was created by Roald Dahl.,0
2778,Vincente Minnelli is only a film director.,0
2779,"Floyd Mayweather Jr. was born March 24, 1977.",0
2780,Tom Cruise is not an actor.,0
2781,Kumkum Bhagya is broadcast on Zee TV.,1
2782,Grace Kelly was not in films.,0
2783,James Bryant Conant only edited Slums and Suburbs.,0
2784,Big Brother 18 is directed by Emma Willis.,0
2785,The United Kingdom is on the north of Continental Europe,0
2786,Fahrenheit 451 starred Oskar Werner.,1
2787,The Land Before Time is about an orphaned sauropod.,0
2788,The Prestige is a British-American film.,1
2789,Patrick Cutrone is a player for Milan.,1
2790,Adele has an album.,1
2791,The Great Outdoors (film) is a 1988 book.,0
2792,"Tom Welling was born November 26, 1977.",0
2793,Goliyon Ki Raasleela Ram-Leela is Ram-Peela for long.,0
2794,RuPaul is a host on a television show.,1
2795,Taylor Schilling made her film debut in 1807.,0
2796,Michael Caine produced The Last Valley.,0
2797,Garry Kasparov was unable to become World Chess Champion.,0
2798,Grace Jones moved away from a new wave style.,0
2799,"Amitabh Bachchan was referred to as ""Big B"" by his fans.",1
2800,Gregor Clegane is a character from a novel series in the fantasy genre.,1
2801,Amelia Earhart was a pioneer of aviation.,1
2802,The performances of Hanks and Allen in the animated movie Toy Story was praised.,1
2803,David Bowie has not received five platinum certifications.,0
2804,Raggedy Ann was created by Johnny Gruelle.,1
2805,Ridley Scott is not the director of the film Alien.,0
2806,Chris Hemsworth was the lead role in A Perfect Getaway.,0
2807,L.A. Guns released at least one album.,1
2808,Marlon Brando never took a four-year hiatus.,0
2809,Dominick Dunne has avoided television production entirely.,0
2810,KFC was taken over by the R.J. Reynolds food and tobacco conglomerate.,1
2811,Easy Virtue is a TV show.,0
2812,How I Met Your Mother had nineteen directors.,0
2813,The director of the pilot episode of The Blacklist was born during the Kennedy administration.,0
2814,Cindy McCain is the wife of a Republican presidential nominee.,1
2815,The human condition is analyzed in film.,0
2816,Richard Dreyfuss was nominated for an award in 2002.,1
2817,Babe Ruth was active in basketball from 1914-1935.,0
2818,2001: A Space Odyssey was filmed in hell.,0
2819,Istanbul is located above the Black Sea and the Mediterranean Sea.,0
2820,"John F. Kennedy, a politician, was a member of the Democratic Party.",1
2821,Baloo was portrayed in The Second Jungle Book.,1
2822,Anne Hathaway is a movie actress.,1
2823,The German Shepherd is the fifth-most registered breed by The Kennel Club.,0
2824,John Kiffmeyer used to be Green Day's drummer.,1
2825,Kanye West made music for Alicia Keys.,1
2826,"Nicki Minaj has never travelled to Queens, New York.",0
2827,George R. R. Martin was born in 1944.,0
2828,The Wild Thornberrys aired only on Disney.,0
2829,Led Zeppelin is a jazz band.,0
2830,The Bible contains epistles.,1
2831,Eric Singer has yet to perform with Badlands.,1
2832,Billy Clanton is still alive.,0
2833,Batman: The Killing Joke features characters.,1
2834,Enemy (2013 film) is about two men who are physically identical.,1
2835,"Tobey Maguire was born June 27, 1978.",0
2836,The Prestige is not a film.,0
2837,"David Thewlis' birthday is March 20, 1963.",1
2838,Hayden Panettiere voiced a video game character.,1
2839,Bentley markets cars.,1
